relation_id	source_type	source_id	relation_type	target_type	target_id	year_start	year_end	weight	polarity	certainty	evidence_note_id	citations
rel-pd-030	person	origen	develops	doctrine	logos-christology	215	250	5	supports	attested		Origen, De Principiis 1.2; Commentary on John 1–2
rel-pd-031	person	origen	develops	doctrine	theotokos	230	250	4	supports	attested		Origen, Homilies on Luke 6 (first recorded theological use)
rel-pd-032	person	clement-of-rome	affirms	doctrine	apostolic-succession	95	99	4	supports	attested		1 Clement 42–44
rel-pd-033	person	clement-of-rome	affirms	doctrine	monarchical-episcopacy	95	99	4	supports	attested		1 Clement 44; 57
rel-pd-034	person	paul-of-samosata	affirms	doctrine	adoptionist-monarchianism	260	268	5	supports	attested		Council of Antioch 268 proceedings (Eusebius HE 7.27–30)
rel-pd-035	person	hippolytus	condemns	doctrine	modalism-sabellianism	199	235	5	opposes	attested		Hippolytus, Refutatio 9.12; Against Noetus
rel-pd-036	person	callixtus-i	condemns	doctrine	modalism-sabellianism	217	222	4	opposes	attested		Hippolytus, Refutatio 9.12 (Callixtus excommunicated Sabellius)
rel-pd-037	person	cyprian-of-carthage	affirms	doctrine	baptism-of-heretics	254	258	5	supports	attested		Cyprian, Epistles 69–74; On the Unity of the Church
rel-pd-038	person	stephen-i	condemns	doctrine	baptism-of-heretics	254	257	4	opposes	attested		Eusebius HE 7.2–5 (Stephen held heretical baptism valid)
rel-pd-039	person	clement-of-alexandria	develops	doctrine	logos-christology	190	215	5	supports	attested		Clement, Protrepticus 1; Paedagogus 1; Stromateis 5
rel-pd-040	person	tertullian	condemns	doctrine	docetism	200	220	4	opposes	attested		Tertullian, De carne Christi; Adversus Marcionem 3
rel-pd-041	person	origen	affirms	doctrine	rule-of-faith	215	250	4	supports	attested		Origen, De Principiis, Preface; On First Principles 1 pref.
rel-pd-042	person	hippolytus	affirms	doctrine	apostolic-succession	199	235	4	supports	attested		Hippolytus, Apostolic Tradition, prologue
rel-pd-043	person	novatian	develops	doctrine	nicene-trinitarian-theology	240	250	4	supports	attested		Novatian, De Trinitate (first comprehensive Latin trinitarian treatise)
rel-wd-004	work	nt-john	affirms	doctrine	logos-christology	90	110	5	supports	attested		John 1:1–18; 8:58; 17:5
rel-wd-005	work	nt-colossians	affirms	doctrine	logos-christology	60	90	4	supports	attested		Col 1:15–20 (cosmic hymn to Christ)
rel-wd-006	work	ignatius-smyrnaeans	affirms	doctrine	eucharistic-real-presence	107	110	5	supports	attested		Smyrnaeans 7.1
rel-wd-007	work	ignatius-smyrnaeans	condemns	doctrine	docetism	107	110	5	opposes	attested		Smyrnaeans 2–4
rel-wd-008	work	ignatius-ephesians	affirms	doctrine	eucharistic-real-presence	107	110	5	supports	attested		Ephesians 20.2 (medicine of immortality)
rel-wd-009	work	ignatius-romans	affirms	doctrine	martyrdom-theology	107	110	5	supports	attested		Romans 4–6 (wheat ground by teeth of beasts)
rel-wd-010	work	irenaeus-against-heresies	condemns	doctrine	marcionite-dualism	180	185	5	opposes	attested		AH 1.27; 4.34; book 3 preface
rel-wd-011	work	irenaeus-against-heresies	condemns	doctrine	gnostic-soteriology	180	185	5	opposes	attested		AH 1–2 passim; refutation of Valentinus and others
rel-wd-012	work	irenaeus-against-heresies	affirms	doctrine	recapitulation	180	185	5	supports	attested		AH 3.18–22; 5.21; 5, Preface
rel-wd-013	work	irenaeus-against-heresies	affirms	doctrine	millenarianism-chiliasm	180	185	4	supports	attested		AH 5.32–36
rel-wd-014	work	tertullian-adversus-praxeam	affirms	doctrine	nicene-trinitarian-theology	213	215	5	supports	attested		Adv. Prax. 2 (una substantia, tres personae; Trinitas)
rel-wd-015	work	tertullian-adversus-marcionem	condemns	doctrine	marcionite-dualism	200	213	5	opposes	attested		All five books; especially 1.1–6; 2.1–28
rel-wd-016	work	origen-de-principiis	affirms	doctrine	logos-christology	220	230	5	supports	attested		De Princ. 1.2 (eternal generation of the Son)
rel-wd-017	work	novatian-de-trinitate	affirms	doctrine	nicene-trinitarian-theology	240	250	5	supports	attested		De Trinitate 31 (most comprehensive pre-Nicene Latin Trinity)
rel-wd-018	work	justin-first-apology	affirms	doctrine	logos-christology	150	155	5	supports	attested		1 Apol. 46; 2 Apol. 13 (Logos spermatikos)
rel-wd-019	work	justin-first-apology	affirms	doctrine	eucharistic-real-presence	150	155	5	supports	attested		1 Apol. 66.2
rel-wd-020	work	justin-first-apology	affirms	doctrine	baptismal-regeneration	150	155	4	supports	attested		1 Apol. 61.2
rel-wd-021	work	hippolytus-apostolic-tradition	affirms	doctrine	baptismal-regeneration	215	220	5	supports	attested		Apost. Trad. 21 (triple immersion interrogatory form)
rel-wd-022	work	hippolytus-apostolic-tradition	affirms	doctrine	monarchical-episcopacy	215	220	4	supports	attested		Apost. Trad. 2–4 (bishop ordination rite)
rel-wd-023	work	cyprian-de-unitate	affirms	doctrine	monarchical-episcopacy	251	251	5	supports	attested		De Unitate 4–6 (he who has not the Church as mother...)
rel-pe-001	person	polycarp-of-smyrna	participated_in	event	martyrdom-of-polycarp-of-smyrna	155	155	5	neutral	attested		Martyrdom of Polycarp (eyewitness account)
rel-pe-002	person	blandina	participated_in	event	persecution-in-lyon-and-vienne-gaul	177	177	5	neutral	attested		Letter of the Churches of Lyon and Vienne (Eusebius HE 5.1)
rel-pe-003	person	pothinus	participated_in	event	persecution-in-lyon-and-vienne-gaul	177	177	5	neutral	attested		Eusebius HE 5.1.29 (died in prison during the persecution)
rel-pe-004	person	irenaeus-of-lyon	participated_in	event	persecution-in-lyon-and-vienne-gaul	177	177	3	neutral	probable		Eusebius HE 5.1 (Irenaeus was sent to Rome as messenger during the persecution)
rel-pe-005	person	constantine-i	participated_in	event	council-of-nicaea-325-ad	325	325	5	supports	attested		Eusebius, Vita Constantini 3.6–14
rel-pe-006	person	athanasius-of-alexandria	participated_in	event	council-of-nicaea-325-ad	325	325	5	supports	attested		Athanasius, De decretis; De synodis
rel-pe-007	person	alexander-of-alexandria	participated_in	event	council-of-nicaea-325-ad	325	325	5	supports	attested		Socrates HE 1.8; Sozomen HE 1.17
rel-pe-008	person	hosius-of-corduba	participated_in	event	council-of-nicaea-325-ad	325	325	5	supports	attested		Eusebius, Vita Constantini 3.7 (presided alongside emperor)
rel-pe-009	person	arius	participated_in	event	council-of-nicaea-325-ad	325	325	4	opposes	attested		Socrates HE 1.8; condemned at the council
rel-pe-010	person	eusebius-of-nicomedia	participated_in	event	council-of-nicaea-325-ad	325	325	4	neutral	attested		Socrates HE 1.8; initial refuser of Nicene Creed
rel-pe-011	person	eusebius-of-caesarea	participated_in	event	council-of-nicaea-325-ad	325	325	5	neutral	attested		Eusebius, Vita Constantini 3 (gave opening speech)
rel-pe-012	person	nicholas-of-myra	participated_in	event	council-of-nicaea-325-ad	325	325	3	neutral	claimed_tradition		Later tradition; not in earliest conciliar records
rel-pe-013	person	victor-i	participated_in	event	quartodeciman-pascha-controversy-easter-dating-and-attempted-excommunications	190	195	5	neutral	attested		Eusebius HE 5.24
rel-pe-014	person	polycrates-of-ephesus	participated_in	event	quartodeciman-pascha-controversy-easter-dating-and-attempted-excommunications	190	195	5	neutral	attested		Eusebius HE 5.24 (Polycrates' letter to Victor)
rel-pe-015	person	cyprian-of-carthage	participated_in	event	council-of-carthage-253	253	253	5	supports	attested		Cyprian, Epistle 64
rel-pe-016	person	perpetua	participated_in	event	perpetua-felicitas-martyrdom	203	203	5	neutral	attested		Passio SS. Perpetuae et Felicitatis 3–10 (her own diary)
rel-pe-017	person	felicitas	participated_in	event	perpetua-felicitas-martyrdom	203	203	5	neutral	attested		Passio SS. Perpetuae et Felicitatis 15–21
rel-pe-018	person	cyprian-of-carthage	participated_in	event	decian-persecution	249	251	5	neutral	attested		Cyprian, De Lapsis; Epistles 5–43 (written during his hiding)
rel-pe-019	person	fabian	participated_in	event	decian-persecution	250	250	5	neutral	attested		Eusebius HE 6.39 (martyred January 250 under Decius)
rel-pe-020	person	origen	participated_in	event	decian-persecution	250	251	4	neutral	attested		Eusebius HE 6.39 (tortured under Decius; died from effects c.254)
rel-pe-021	person	sixtus-ii	participated_in	event	valerian-persecution	258	258	5	neutral	attested		Eusebius HE 7.27 (martyred 6 August 258)
rel-pe-022	person	cyprian-of-carthage	participated_in	event	valerian-persecution	258	258	5	neutral	attested		Pontius, Vita Cypriani; martyred 14 September 258
rel-pe-023	person	constantine-i	participated_in	event	battle-of-milvian-bridge-312	312	312	5	neutral	attested		Eusebius, Vita Constantini 1.28–32; Lactantius, De mort. pers. 44
rel-pe-024	person	peter-of-alexandria	participated_in	event	great-persecution-303	303	311	5	neutral	attested		Eusebius HE 8.13; martyred 26 November 311
rel-pe-025	person	anthimus-of-nicomedia	participated_in	event	great-persecution-303	303	303	5	neutral	attested		Eusebius HE 8.6; martyred at start of persecution
rel-pers-001	person	marcion	affiliated_with	persuasion	marcionite	144	160	5	supports	attested		Tertullian, Adversus Marcionem; Irenaeus AH 1.27
rel-pers-002	person	valentinus	affiliated_with	persuasion	valentinian	136	165	5	supports	attested		Irenaeus, Against Heresies 1.1–12; Clement, Stromateis 7
rel-pers-003	person	basilides	affiliated_with	persuasion	basilidean	120	150	5	supports	attested		Irenaeus, Against Heresies 1.24; Eusebius HE 4.7
rel-pers-004	person	montanus	affiliated_with	persuasion	montanist	156	179	5	supports	attested		Eusebius HE 5.16–17; Epiphanius, Panarion 48–49
rel-pers-005	person	tertullian	affiliated_with	persuasion	montanist	207	220	4	supports	attested		Jerome, Vir. Ill. 53; Tertullian's later works
rel-pers-006	person	novatian	affiliated_with	persuasion	novatianist	251	258	5	supports	attested		Eusebius HE 6.43; Cyprian, Ep. 49–52
rel-pers-007	person	arius	affiliated_with	persuasion	arian	318	336	5	supports	attested		Athanasius, Orations against Arians; Theodoret HE 1.5
rel-pers-008	person	athanasius-of-alexandria	affiliated_with	persuasion	nicene	325	373	5	supports	attested		Athanasius, De decretis; De synodis; Socrates HE
rel-pers-009	person	paul-of-samosata	affiliated_with	persuasion	paulianist	260	268	5	supports	attested		Eusebius HE 7.27–30; Council of Antioch 268
rel-pers-010	person	donatus-of-casae-nigrae	affiliated_with	persuasion	donatist	311	355	5	supports	attested		Augustine, Contra Donatistas; Optatus, De schismate Donatistarum
rel-pc-066	person	eusebius-of-nicomedia	bishop_of	city	nicomedia-izmit	317	339	5	neutral	attested		Theodoret HE 1.5; Socrates HE 1.8 (bishop at Nicomedia during Nicaean controversy)
rel-pc-067	person	eusebius-of-nicomedia	bishop_of	city	byzantium-istanbul	339	342	4	neutral	attested		Socrates HE 2.12; translated to Constantinople (then Byzantium/Constantinople); baptized Constantine I on deathbed
rel-pc-068	person	lactantius	teacher_of	city	nicomedia-izmit	300	305	3	neutral	attested		Jerome, Vir. Ill. 80 (taught rhetoric in Nicomedia at Diocletian's invitation)
rel-pd-044	person	noetus-of-smyrna	affirms	doctrine	patripassianism	200	210	5	supports	attested		Hippolytus, Against Noetus 1; Refutatio 9.10
rel-pd-045	person	praxeas	affirms	doctrine	patripassianism	190	210	5	supports	attested		Tertullian, Adversus Praxeam 1–2
rel-pd-046	person	sabellius	affirms	doctrine	modalism-sabellianism	215	220	5	supports	attested		Hippolytus, Refutatio 9.12; Callixtus I decree
rel-pd-047	person	cerinthus	affirms	doctrine	gnostic-soteriology	90	100	4	supports	attested		Irenaeus, Against Heresies 1.26.1; Eusebius HE 3.28.1
rel-pd-048	person	cerinthus	affirms	doctrine	adoptionist-monarchianism	90	100	4	supports	attested		Irenaeus AH 1.26.1 (Christ descended on Jesus at baptism, departed before death)
rel-pd-049	person	mani	affirms	doctrine	manichaean-dualism	240	274	5	supports	attested		Cologne Mani Codex; Kephalaia; primary Manichaean texts
rel-pd-050	person	lactantius	affirms	doctrine	millenarianism-chiliasm	304	315	4	supports	attested		Lactantius, Divine Institutes 7.14–26 (detailed millenarian eschatology)
rel-pd-051	person	lactantius	affirms	doctrine	creatio-ex-nihilo	304	315	4	supports	attested		Lactantius, Divine Institutes 2.9
rel-pd-052	person	methodius-of-olympus	condemns	doctrine	apocatastasis	290	311	5	opposes	attested		Methodius, On the Resurrection (entire work refutes Origen's spiritual resurrection and universal restoration)
rel-pd-053	person	methodius-of-olympus	affirms	doctrine	millenarianism-chiliasm	290	311	4	supports	attested		Methodius, Symposium 9; On the Resurrection 1.55
rel-pd-054	person	victorinus-of-poetovio	affirms	doctrine	millenarianism-chiliasm	270	303	5	supports	attested		Victorinus, Commentary on the Apocalypse (original millenarian text, recovered 1916)
rel-pd-055	person	hippolytus	condemns	doctrine	patripassianism	200	235	5	opposes	attested		Hippolytus, Against Noetus; Refutatio 9.10–12
rel-pd-056	person	tertullian	condemns	doctrine	patripassianism	213	215	5	opposes	attested		Tertullian, Adversus Praxeam (entire work)
rel-pd-057	person	origen	condemns	doctrine	manichaean-dualism	240	254	3	opposes	probable		Origen, De Principiis 2.9 (against eternal co-principle of evil); Origen died before Mani's peak activity
rel-pd-058	person	origen	develops	doctrine	apocatastasis	220	254	5	supports	attested		Origen, De Principiis 1.6.1; 3.6.6; Commentary on John 1.16
rel-pd-059	person	dionysius-of-alexandria	condemns	doctrine	modalism-sabellianism	260	264	5	opposes	attested		Dionysius's letter to Dionysius of Rome (Athanasius, De Sent. Dionys. 13)
rel-pd-060	person	theophilus-of-antioch	develops	doctrine	creatio-ex-nihilo	177	183	5	supports	attested		Theophilus, Ad Autolycum 2.4 (first explicit use of ex nihilo phrase in Christian theology)
rel-pd-061	person	irenaeus-of-lyon	affirms	doctrine	creatio-ex-nihilo	178	202	5	supports	attested		Irenaeus, Against Heresies 2.10.2; 4.20.1
rel-pd-062	person	tertullian	affirms	doctrine	creatio-ex-nihilo	200	215	5	supports	attested		Tertullian, Adversus Hermogenem 14
rel-pd-063	person	cyprian-of-carthage	affirms	doctrine	penitential-system	251	258	5	supports	attested		Cyprian, De Lapsis; Epistles 55–57 (graduated penance for the lapsed)
rel-pd-064	person	novatian	condemns	doctrine	penitential-system	251	258	5	opposes	attested		Novatian's rigorist position: no readmission for apostates (Eusebius HE 6.43)
rel-pd-065	person	tertullian	develops	doctrine	penitential-system	198	200	4	supports	attested		Tertullian, De Paenitentia (earliest systematic Latin treatment of penance)
rel-pp-101	person	noetus-of-smyrna	teacher_of	person	praxeas	200	210	4	supports	probable		Tertullian, Adv. Prax. 1 (Praxeas brought the same teaching from Asia to Rome/Carthage)
rel-pp-102	person	hippolytus	opposed	person	noetus-of-smyrna	200	210	5	opposes	attested		Hippolytus, Against Noetus; lectures delivered at Rome against Noetian theology
rel-pp-103	person	hippolytus	opposed	person	sabellius	215	220	5	opposes	attested		Hippolytus, Refutatio 9.12; knew Sabellius personally in Rome
rel-pp-104	person	tertullian	opposed	person	praxeas	213	215	5	opposes	attested		Tertullian, Adversus Praxeam 1 (entire work against Praxeas's teaching)
rel-pp-105	person	callixtus-i	opposed	person	sabellius	220	222	5	opposes	attested		Hippolytus, Refutatio 9.12 (Callixtus excommunicated Sabellius c.220)
rel-pp-106	person	callixtus-i	opposed	person	hippolytus	217	222	5	opposes	attested		Hippolytus, Refutatio 9.12 (Hippolytus formed schism against Callixtus)
rel-pp-107	person	irenaeus-of-lyon	opposed	person	cerinthus	178	202	4	opposes	attested		Irenaeus, Against Heresies 1.26.1; 3.3.4 (Irenaeus relays Polycarp's bathhouse story as witness to cerinthus being dangerous)
rel-pp-108	person	john-the-apostle	opposed	person	cerinthus	90	100	4	opposes	attested		Irenaeus, AH 3.3.4 (via Polycarp); Eusebius HE 3.28.1–2
rel-pp-109	person	methodius-of-olympus	opposed	person	origen	285	311	5	opposes	attested		Methodius, On the Resurrection (direct refutation of Origen's pneumatic resurrection)
rel-pp-110	person	dionysius-of-alexandria	corresponded_with	person	dionysius-of-rome	260	268	5	neutral	attested		Eusebius HE 7.6–9; exchange on Sabellianism and Trinitarian language
rel-pp-111	person	lactantius	teacher_of	person	constantine-i	317	320	4	supports	attested		Jerome, Vir. Ill. 80 (Lactantius appointed tutor to Constantine's son Crispus in Gaul c.317)
rel-pp-112	person	pamphilus-of-caesarea	co-worker	person	eusebius-of-caesarea	295	309	5	supports	attested		Eusebius, Ecclesiastical History (dedication to Pamphilus); Eusebius took his mentor's name
rel-pp-113	person	eusebius-of-nicomedia	co-worker	person	arius	318	336	5	supports	attested		Theodoret HE 1.5; Philostorgius HE 2.14 (both students of Lucian; Eusebius championed Arius)
rel-pp-114	person	lucian-of-antioch	teacher_of	person	eusebius-of-nicomedia	290	311	4	supports	probable		Theodoret HE 1.5; Philostorgius HE 2.14 (both Arius and Eusebius studied at Lucian's school)
rel-pp-115	person	paul-of-samosata	opposed	person	dionysius-of-alexandria	260	268	4	opposes	attested		Eusebius HE 7.27–30; Dionysius was invited to the councils against Paul
rel-pp-116	person	methodius-of-olympus	co-worker	person	victorinus-of-poetovio	270	303	2	supports	unknown		Both anti-Origen millenarian bishops in the East and Danubian region in the same period; no direct evidence of contact
rel-pp-117	person	callixtus-i	ordained	person	sabellius	215	217	3	supports	probable		Hippolytus, Refutatio 9.12 (implies Sabellius was a presbyter under Zephyrinus/Callixtus before excommunication)
rel-pp-118	person	basilides	teacher_of	person	valentinus	125	140	2	supports	probable		Both Basilides and Valentinus taught in Alexandria in the same generation; indirect influence is probable (Clement, Stromateis)
rel-pp-119	person	mani	opposed	person	constantine-i	280	337	3	opposes	probable		Diocletian's anti-Manichaean rescript c.302 represents official Roman imperial policy; Manichaeism remained illegal under Constantine
rel-wd-024	work	hippolytus-against-noetus	condemns	doctrine	patripassianism	200	210	5	opposes	attested		Against Noetus 7–8 (entire work refutes Noetus's Patripassianism)
rel-wd-025	work	tertullian-adversus-praxeam	condemns	doctrine	patripassianism	213	215	5	opposes	attested		Adv. Prax. 1–2; 4–5 (entire work refutes Praxeas's Patripassianism)
rel-wd-026	work	lactantius-divinae-institutiones	affirms	doctrine	creatio-ex-nihilo	304	313	4	supports	attested		Divine Institutes 2.9
rel-wd-027	work	lactantius-divinae-institutiones	affirms	doctrine	millenarianism-chiliasm	304	313	4	supports	attested		Divine Institutes 7.14–26 (most elaborate Latin millenarian eschatology)
rel-wd-028	work	methodius-symposium	affirms	doctrine	millenarianism-chiliasm	290	300	4	supports	attested		Symposium 9.1 (bodily resurrection tied to millenarian hope)
rel-wd-029	work	victorinus-commentary-revelation	affirms	doctrine	millenarianism-chiliasm	270	303	5	supports	attested		Commentary on Revelation (original text); literal thousand-year reign
rel-wd-030	work	acts-of-paul-and-thecla	affirms	doctrine	baptismal-regeneration	160	190	3	supports	probable		Thecla self-baptism scene; used to justify women baptizing (Tertullian, De Bapt. 17)
rel-wd-031	work	origen-de-principiis	affirms	doctrine	apocatastasis	220	230	5	supports	attested		De Principiis 1.6.1; 3.6.6
rel-wd-032	work	origen-de-principiis	condemns	doctrine	millenarianism-chiliasm	220	230	5	opposes	attested		De Principiis 2.11 (allegorical interpretation of Revelation eliminates literal millennium)
rel-wd-033	work	lactantius-de-mortibus-persecutorum	affirms	doctrine	martyrdom-theology	313	315	4	supports	attested		De Mort. Pers. 1–3 (God's vengeance on persecutors as vindication of martyrs)
rel-pe-026	person	lactantius	participated_in	event	great-persecution-303	303	313	4	neutral	attested		Lactantius, De Mortibus Persecutorum; he was in Nicomedia when persecution began
rel-pe-027	person	eusebius-of-caesarea	participated_in	event	great-persecution-303	303	311	4	neutral	attested		Eusebius HE 8 (witnessed events; his friend Pamphilus martyred); survived himself
rel-pe-028	person	methodius-of-olympus	participated_in	event	great-persecution-303	303	311	5	neutral	attested		Jerome, Vir. Ill. 83; martyred c.311 at end of Diocletianic persecution
rel-pe-029	person	victorinus-of-poetovio	participated_in	event	great-persecution-303	303	304	5	neutral	attested		Victorinus martyred c.303/304 in the Great Persecution (Jerome, Vir. Ill. 74)
rel-pe-030	person	eusebius-of-nicomedia	participated_in	event	council-of-nicaea-325-ad	325	325	5	neutral	attested		Socrates HE 1.8; one of two bishops who initially refused to sign the Nicene Creed
rel-pe-031	person	lactantius	participated_in	event	battle-of-milvian-bridge-312	312	312	3	neutral	probable		Lactantius, De Mort. Pers. 44 (wrote the earliest account of Constantine's vision and the battle)
rel-pers-011	person	lactantius	affiliated_with	persuasion	catholic	304	325	4	supports	attested		Jerome, Vir. Ill. 80; Eusebius Vita Constantini 1.12
rel-pers-012	person	methodius-of-olympus	affiliated_with	persuasion	catholic	285	311	4	supports	attested		Jerome, Vir. Ill. 83; his anti-Origen stance aligns with proto-orthodox position
rel-pers-013	person	cerinthus	affiliated_with	persuasion	gnostic	90	100	5	supports	attested		Irenaeus, Against Heresies 1.26.1; Eusebius HE 3.28.1 (Cerinthus taught a gnostic-style demiurge cosmology)
rel-pers-014	person	noetus-of-smyrna	affiliated_with	persuasion	modalist	200	210	5	supports	attested		Hippolytus, Against Noetus 1; Refutatio 9.10
rel-pers-015	person	praxeas	affiliated_with	persuasion	modalist	190	210	5	supports	attested		Tertullian, Adversus Praxeam 1
rel-pers-016	person	sabellius	affiliated_with	persuasion	modalist	215	220	5	supports	attested		Hippolytus, Refutatio 9.12
rel-pers-017	person	mani	affiliated_with	persuasion	manichaean	240	274	5	supports	attested		Primary Manichaean texts; Cologne Mani Codex
rel-pe-032	person	novatian	participated_in	event	novatian-schism-251	251	258	5	neutral	attested		Eusebius HE 6.43; Cyprian, Epistles 49–52 (Novatian was the schismatic bishop)
rel-pe-033	person	cornelius	participated_in	event	novatian-schism-251	251	253	5	neutral	attested		Eusebius HE 6.43 (Cornelius was the legitimate bishop opposing Novatian)
rel-pe-034	person	cyprian-of-carthage	participated_in	event	novatian-schism-251	251	258	5	neutral	attested		Cyprian, Epistles 49–52; De Lapsis (Cyprian condemned Novatian and convened African councils)
rel-pe-035	person	paul-of-samosata	participated_in	event	council-of-antioch-268	260	268	5	neutral	attested		Eusebius HE 7.27–30 (Paul was the bishop under examination and deposition)
rel-pe-036	person	dionysius-of-alexandria	participated_in	event	council-of-antioch-268	264	268	4	neutral	attested		Eusebius HE 7.27 (Dionysius of Alexandria was summoned but could not attend due to illness; wrote letters to the council)
rel-pe-037	person	mani	participated_in	event	death-of-mani-274	274	274	5	neutral	attested		Cologne Mani Codex; Kephalaia; al-Biruni (Mani was the central figure of his own death)
rel-pe-038	person	mani	participated_in	event	manichaeism-spreads-roman-empire	240	274	5	neutral	attested		Mani himself sent missionaries westward during his lifetime; Cologne Mani Codex
rel-pe-039	person	novatian	participated_in	event	decian-persecution	249	251	4	neutral	attested		Eusebius HE 6.43 (Novatian wrote the Roman church's letters during the vacancy after Fabian's martyrdom)
rel-pe-040	person	cornelius	participated_in	event	decian-persecution	249	251	4	neutral	attested		Eusebius HE 6.39–43 (Cornelius was present in Rome during the persecution; elected bishop after it ended)
rel-pe-041	person	donatus-of-casae-nigrae	participated_in	event	synod-rome-donatism-313	313	313	5	neutral	attested		Augustine, Contra Donatistas; Optatus, De schism. Don. (Donatus appealed to the Synod of Rome)
rel-pe-042	person	caecilian	participated_in	event	synod-rome-donatism-313	313	313	5	neutral	attested		Eusebius, Vita Constantini; Optatus (Caecilian was vindicated by the synod)
rel-wd-034	work	clement-alexandria-stromateis	affirms	doctrine	logos-christology	195	215	4	supports	attested		Stromateis 1.5 (the Logos as divine pedagogue of humanity through all wisdom)
rel-wd-035	work	clement-alexandria-stromateis	affirms	doctrine	gnostic-soteriology	195	215	3	opposes	attested		Stromateis 2.3–4 (Clement redefines true gnosis against heterodox Gnostics)
rel-wd-036	work	papias-fragments	affirms	doctrine	millenarianism-chiliasm	110	130	5	supports	attested		Fragment 4 in Irenaeus AH 5.33.3 (the famous millenarian abundance prophecy)
rel-wd-037	work	tertullian-de-carne-christi	condemns	doctrine	docetism	203	207	5	opposes	attested		De Carne Christi 5–6 (entire work refutes Docetic denials of the flesh of Christ)
rel-wd-038	work	tertullian-adversus-hermogenem	affirms	doctrine	creatio-ex-nihilo	200	210	5	supports	attested		Adversus Hermogenem 14 (primary Latin statement of creatio ex nihilo)
rel-wd-039	work	tertullian-de-anima	affirms	doctrine	baptismal-regeneration	210	213	3	supports	attested		De Anima 41 (discusses the soul's renewal through baptism)
rel-wd-040	work	cyprian-epistles	affirms	doctrine	penitential-system	249	258	5	supports	attested		Epistles 55–57 (graduated penance for the lapsed; standard penitential theology)
rel-wd-041	work	cyprian-epistles	affirms	doctrine	baptism-of-heretics	255	258	5	supports	attested		Epistles 69–75 (the rebaptism controversy; Cyprian vs. Stephen I of Rome)
rel-wd-042	work	origen-hexapla	affirms	doctrine	rule-of-faith	230	245	4	supports	attested		The Hexapla establishes the text of Scripture used in exegesis; its textual-critical marks reflect Origen's concern for the authentic scriptural text as the basis of doctrine
rel-pp-120	person	cornelius	ordained	person	novatian	241	251	3	neutral	attested		Eusebius HE 6.43 (Novatian was ordained as a presbyter in Rome; probably by Fabian or his predecessor)
rel-pp-121	person	cyprian-of-carthage	corresponded_with	person	cornelius	251	253	5	supports	attested		Cyprian, Epistles 44–46; 49–52 (extensive correspondence supporting Cornelius against Novatian)
rel-pp-122	person	paul-of-samosata	affirms	doctrine	adoptionist-monarchianism	260	268	5	supports	attested		Eusebius HE 7.27–30; Council of Antioch 268 (Paul's adoptionist teaching is the primary case)
rel-pp-123	person	origen	teacher_of	person	pamphilus-of-caesarea	230	254	3	supports	probable		Pamphilus was deeply devoted to Origen's writings and organized the Caesarean library of Origen's works; probable indirect student through writings
rel-pp-124	person	thecla	co-worker	person	paul	45	65	3	supports	probable		Acts of Paul and Thecla (c.160–190); narrative tradition of Thecla as Paul's female companion and missionary
rel-pe-043	person	dionysius-of-alexandria	participated_in	event	decian-persecution	249	251	5	neutral	attested		Eusebius HE 6.40–42 (Dionysius was arrested but escaped; letters to his flock during persecution)
rel-pe-044	person	dionysius-of-alexandria	participated_in	event	valerian-persecution	257	260	5	neutral	attested		Eusebius HE 7.11 (Dionysius exiled to Kephro in Libya under Valerian; account of his trial preserved)
rel-pe-045	person	origen	participated_in	event	decian-persecution	249	251	5	neutral	attested		Eusebius HE 6.39 (Origen imprisoned and severely tortured under Decius; died of consequences c.254)
rel-pe-046	person	tertullian	participated_in	event	perpetua-felicitas-martyrdom	203	203	3	neutral	probable		Some scholars attribute the final editorial layer of the Passio Perpetuae to Tertullian; Tertullian's Montanist connections align with the Passio's prophetic visions
rel-pe-047	person	lucian-of-antioch	participated_in	event	great-persecution-303	303	312	5	neutral	attested		Lucian of Antioch was martyred at Nicomedia on 7 January 312 during the Great Persecution (Eusebius HE 9.6)
rel-pe-048	person	peter-of-alexandria	participated_in	event	great-persecution-303	303	311	5	neutral	attested		Peter of Alexandria martyred 26 November 311 under Maximinus Daia (Eusebius HE 9.6)
rel-pe-049	person	alexander-of-alexandria	participated_in	event	arian-controversy-begins	318	325	5	neutral	attested		Eusebius HE 10; Alexander convened the local synod that first condemned Arius
rel-pe-050	person	athanasius-of-alexandria	participated_in	event	council-of-nicaea-325-ad	325	325	5	neutral	attested		Socrates HE 1.8 (Athanasius attended as Alexander's deacon; became the strongest defender of homoousios)
rel-pe-051	person	hosius-of-corduba	participated_in	event	council-of-nicaea-325-ad	325	325	5	neutral	attested		Eusebius, Vita Constantini 3.7; Hosius presided at Nicaea as Constantine's theological advisor
rel-pe-053	person	arius	participated_in	event	council-of-nicaea-325-ad	325	325	5	neutral	attested		Socrates HE 1.8 (Arius was the theologian whose teaching was condemned; he attended as a presbyter)
rel-pe-054	person	sixtus-ii	participated_in	event	valerian-persecution	257	258	5	neutral	attested		Cyprian, Ep. 80; Eusebius HE 7.27 (Sixtus II martyred 6 August 258 in Rome with four deacons)
rel-pe-055	person	cyprian-of-carthage	participated_in	event	novatian-schism-251	251	258	5	neutral	attested		Cyprian, Epistles 44–52; convened African councils condemning Novatian and supporting Cornelius of Rome
