claim_id	reviewer_id	review_status	reviewed_at	confidence	note
clm-arius-opposes-logos	cascade-curator	approved	2026-03-12T15:00:00Z	high	Evidence-backed claim approved in batch reassessment.
clm-arius-opposes-trinity	cascade-curator	approved	2026-03-12T15:00:00Z	high	Evidence-backed claim approved in batch reassessment.
clm-arrest-at-jerusalem	openai-curator	approved	2026-03-16T20:30:00Z	medium	Strong support: arrest-of-jesus at jerusalem. Passage psg-luke-22-47-53: 'Paraphrase: Judas approaches Jesus with the crowd, Jesus is seized, and he speaks about their coming with swords and clubs.'
clm-arrest-year	openai-curator	approved	2026-03-16T20:30:00Z	medium	Year for arrest-of-jesus: – CE well-supported by passage psg-john-18-1-11. Certainty probable. Excerpt: 'Paraphrase: Judas arrives with officers, Jesus is arrested in the garden, and he restrains violent resistance.'
clm-ascension-at-bethany	openai-curator	approved	2026-03-16T20:30:00Z	medium	Strong support: ascension-of-jesus at bethany-near-jerusalem. Passage psg-luke-24-50-53: 'Paraphrase: Jesus leads the disciples out toward Bethany, blesses them, and is carried up into heaven.'
clm-ascension-year	openai-curator	approved	2026-03-16T20:30:00Z	medium	Year for ascension-of-jesus: – CE well-supported by passage psg-acts-1-9-11. Certainty probable. Excerpt: 'Paraphrase: Jesus is taken up as the disciples watch, and messengers tell them he will come in the same way.'
clm-asyncritus-active-rome	openai-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-rom-16-14 explicitly places asyncritus in rome. Excerpt: 'Paraphrase: Paul greets Asyncritus, Phlegon, Hermes, Patrobas, Hermas, and the brothers with them.'
clm-asyncritus-roman-church	openai-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-rom-16-14 explicitly names asyncritus as member of roman-church. Excerpt: 'Paraphrase: Paul greets Asyncritus, Phlegon, Hermes, Patrobas, Hermas, and the brothers with them.'
clm-at-affirms-baptism-regeneration	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-hippolytus-at-20 from apostolic-tradition directly treats proposition 'baptism-effects-regeneration'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: At the time appointed for baptism, the bishop shall give thanks over oil and exorcise another oil. The candidates shall renounce'
clm-at-affirms-baptism-water	cascade-curator	approved	2026-03-16T16:00:00Z	high	Passage psg-hippolytus-at-20 from apostolic-tradition directly addresses the proposition 'baptism-with-water-commanded'. Excerpt: 'Paraphrase: At the time appointed for baptism, the bishop shall give thanks over oil and exorcise another oil. The candidates shall renounce...' The work's affirms of this proposition is directly attested.
clm-at-affirms-baptismal-anointing	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-hippolytus-at-21 from apostolic-tradition directly treats proposition 'baptismal-anointing-with-oil'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: After the baptism, the presbyter anoints the baptized with the oil of thanksgiving saying 'I anoint you with holy oil in the nam'
clm-at-affirms-bishop-eucharist	cascade-curator	approved	2026-03-16T16:00:00Z	high	Passage psg-hippolytus-at-4 from apostolic-tradition directly addresses the proposition 'bishop-authority-over-eucharist'. Excerpt: 'Paraphrase: The eucharistic prayer (anaphora): the bishop gives thanks over the bread and cup, reciting the narrative of institution; the pe...' The work's affirms of this proposition is directly attested.
clm-at-affirms-bishops-govern	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-hippolytus-at-2-3 from apostolic-tradition directly treats proposition 'bishops-govern-local-church'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Let the bishop be ordained, being chosen by all the people. When he has been named and accepted, let the people assemble on the '
clm-at-affirms-catechumenate	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-15-19 from apostolic-tradition directly treats proposition 'catechumenate-precedes-baptism'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Those who come to hear the word for the first time are examined as to their manner of life. Catechumens shall hear the word for ' [confidence capped at medium: certainty=probable]
clm-at-affirms-continual-prayer	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-25-26 from apostolic-tradition directly treats proposition 'prayer-is-offered-without-ceasing'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Every faithful man and woman, when they have risen from sleep in the morning, before they touch any work, shall wash their hands' [confidence capped at medium: certainty=probable]
clm-at-affirms-eucharist-body-blood	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-hippolytus-at-4 from apostolic-tradition directly treats proposition 'eucharist-is-body-and-blood'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: The eucharistic prayer (anaphora): the bishop gives thanks over the bread and cup, reciting the narrative of institution; the pe'
clm-at-affirms-eucharist-sacrifice	cascade-curator	approved	2026-03-16T16:00:00Z	high	Passage psg-hippolytus-at-4 from apostolic-tradition directly addresses the proposition 'eucharist-is-sacrifice'. Excerpt: 'Paraphrase: The eucharistic prayer (anaphora): the bishop gives thanks over the bread and cup, reciting the narrative of institution; the pe...' The work's affirms of this proposition is directly attested.
clm-at-affirms-fasting	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-25-26 from apostolic-tradition directly treats proposition 'fasting-is-required'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Every faithful man and woman, when they have risen from sleep in the morning, before they touch any work, shall wash their hands' [confidence capped at medium: certainty=probable]
clm-at-affirms-frequent-eucharist	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-hippolytus-at-41 from apostolic-tradition directly treats proposition 'frequent-eucharistic-assembly'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Every faithful person shall be careful to receive the eucharist before eating anything else, for if they receive it in faith, ev'
clm-at-affirms-incarnation	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-4 from apostolic-tradition directly treats proposition 'christ-truly-became-flesh'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: The eucharistic prayer (anaphora): the bishop gives thanks over the bread and cup, reciting the narrative of institution; the pe' [confidence capped at medium: certainty=probable]
clm-at-affirms-infant-baptism	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-20 from apostolic-tradition directly addresses the proposition 'infants-and-children-are-baptized'. Excerpt: 'Paraphrase: At the time appointed for baptism, the bishop shall give thanks over oil and exorcise another oil. The candidates shall renounce...' The work's affirms of this proposition is directly attested. [confidence capped at medium: certainty=probable]
clm-at-affirms-military-refusal	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-15-19 from apostolic-tradition directly treats proposition 'christians-must-not-serve-in-military'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Those who come to hear the word for the first time are examined as to their manner of life. Catechumens shall hear the word for ' [confidence capped at medium: certainty=probable]
clm-at-affirms-ordination	cascade-curator	approved	2026-03-16T16:00:00Z	high	Passage psg-hippolytus-at-2-3 from apostolic-tradition directly addresses the proposition 'ordination-conferred-by-laying-on-of-hands'. Excerpt: 'Paraphrase: Let the bishop be ordained, being chosen by all the people. When he has been named and accepted, let the people assemble on the ...' The work's affirms of this proposition is directly attested.
clm-at-affirms-rule-of-faith	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-20 from apostolic-tradition directly treats proposition 'rule-of-faith-received-from-apostles'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: At the time appointed for baptism, the bishop shall give thanks over oil and exorcise another oil. The candidates shall renounce' [confidence capped at medium: certainty=probable]
clm-at-affirms-succession	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-2-3 from apostolic-tradition directly treats proposition 'apostolic-succession-transmits-faith'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Let the bishop be ordained, being chosen by all the people. When he has been named and accepted, let the people assemble on the ' [confidence capped at medium: certainty=probable]
clm-at-affirms-sunday-eucharist	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-2-3 from apostolic-tradition directly treats proposition 'eucharist-offered-on-sunday'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Let the bishop be ordained, being chosen by all the people. When he has been named and accepted, let the people assemble on the ' [confidence capped at medium: certainty=probable]
clm-at-affirms-threefold-ministry	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-hippolytus-at-2-3 from apostolic-tradition directly treats proposition 'threefold-ministry-required'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Let the bishop be ordained, being chosen by all the people. When he has been named and accepted, let the people assemble on the '
clm-at-affirms-trinitarian-baptism	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-hippolytus-at-20 from apostolic-tradition directly treats proposition 'baptism-administered-in-trinitarian-name'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: At the time appointed for baptism, the bishop shall give thanks over oil and exorcise another oil. The candidates shall renounce'
clm-at-affirms-virgin-birth	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-4 from apostolic-tradition directly treats proposition 'jesus-born-of-virgin'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: The eucharistic prayer (anaphora): the bishop gives thanks over the bread and cup, reciting the narrative of institution; the pe' [confidence capped at medium: certainty=probable]
clm-at-affirms-virginity	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-25-26 from apostolic-tradition directly treats proposition 'virginity-is-honored-calling'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Every faithful man and woman, when they have risen from sleep in the morning, before they touch any work, shall wash their hands' [confidence capped at medium: certainty=probable]
clm-at-by-hippolytus	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-hippolytus-at-2-3 is drawn from apostolic-tradition itself, directly confirming authorship. Excerpt: 'Paraphrase: Let the bishop be ordained, being chosen by all the people. When he has been named and accepted, let the peo' [confidence capped at medium: certainty=probable]
clm-at-written-rome	cascade-curator	approved	2026-03-16T21:00:00Z	medium	Strong inference from passage psg-hippolytus-at-2-3 supports written_at (apostolic-tradition → rome). Certainty probable. Excerpt: 'Paraphrase: Let the bishop be ordained, being chosen by all the people. When he has been named and accepted, let the people assemble on the Lord's Day with the '
clm-athanasius-active-rome	cascade-curator	approved	2026-03-17T12:30:00Z	medium	Upgraded reviewed→approved: probable certainty with direct supports evidence. Confidence set to medium.
clm-athanasius-active-trier	cascade-curator	approved	2026-03-16T20:30:00Z	medium	athanasius-of-alexandria active_in rome well-supported by passage psg-athanasius-apol-const-29-31. Excerpt: 'Paraphrase: Athanasius recounts how Frumentius was consecrated bishop for the Indians (Aksumites) and how Constantius demanded Frumentius be sent for re-examina'
clm-athanasius-affirms-bodily-resurrection	cascade-curator	approved	2026-03-16T20:30:00Z	medium	Third-party source (passage psg-athanasius-apol-const-29-31) reports athanasius-of-alexandria as affirming 'bodies-will-be-raised-at-last-day'. Excerpt: 'Paraphrase: Athanasius recounts how Frumentius was consecrated bishop for the Indians (Aksumites) and how Constantius demanded Frumentius be sent for re-examina'
clm-athanasius-affirms-eternal-generation	cascade-curator	approved	2026-03-16T20:30:00Z	medium	Third-party source (passage psg-athanasius-apol-const-29-31) reports athanasius-of-alexandria as affirming 'son-is-eternally-generated'. Excerpt: 'Paraphrase: Athanasius recounts how Frumentius was consecrated bishop for the Indians (Aksumites) and how Constantius demanded Frumentius be sent for re-examina'
clm-athanasius-affirms-incarnation	cascade-curator	approved	2026-03-16T20:30:00Z	medium	Third-party source (passage psg-athanasius-apol-const-29-31) reports athanasius-of-alexandria as affirming 'christ-truly-became-flesh'. Excerpt: 'Paraphrase: Athanasius recounts how Frumentius was consecrated bishop for the Indians (Aksumites) and how Constantius demanded Frumentius be sent for re-examina'
clm-athanasius-affirms-logos	cascade-curator	approved	2026-03-16T20:30:00Z	medium	Third-party source (passage psg-athanasius-apol-const-29-31) reports athanasius-of-alexandria as affirming 'logos-is-pre-existent-son-of-god'. Excerpt: 'Paraphrase: Athanasius recounts how Frumentius was consecrated bishop for the Indians (Aksumites) and how Constantius demanded Frumentius be sent for re-examina'
clm-athanasius-affirms-succession	cascade-curator	approved	2026-03-16T20:30:00Z	medium	Third-party source (passage psg-athanasius-apol-const-29-31) reports athanasius-of-alexandria as affirming 'apostolic-succession-transmits-faith'. Excerpt: 'Paraphrase: Athanasius recounts how Frumentius was consecrated bishop for the Indians (Aksumites) and how Constantius demanded Frumentius be sent for re-examina'
clm-athanasius-affirms-trinity	cascade-curator	approved	2026-03-16T20:30:00Z	medium	Third-party source (passage psg-athanasius-apol-const-29-31) reports athanasius-of-alexandria as affirming 'trinity-is-three-persons-one-substance'. Excerpt: 'Paraphrase: Athanasius recounts how Frumentius was consecrated bishop for the Indians (Aksumites) and how Constantius demanded Frumentius be sent for re-examina'
clm-athanasius-affirms-virgin-birth	cascade-curator	approved	2026-03-16T20:30:00Z	medium	Third-party source (passage psg-athanasius-apol-const-29-31) reports athanasius-of-alexandria as affirming 'jesus-born-of-virgin'. Excerpt: 'Paraphrase: Athanasius recounts how Frumentius was consecrated bishop for the Indians (Aksumites) and how Constantius demanded Frumentius be sent for re-examina'
clm-athanasius-bishop-alexandria	cascade-curator	approved	2026-03-17T12:30:00Z	medium	Upgraded reviewed→approved: probable certainty with direct supports evidence. Confidence set to medium.
clm-athanasius-coworker-constantius	cascade-curator	approved	2026-03-16T20:30:00Z	medium	athanasius-of-alexandria coworker_of constantius-ii: strong inference from passage psg-athanasius-apol-const-29-31. Excerpt: 'Paraphrase: Athanasius recounts how Frumentius was consecrated bishop for the Indians (Aksumites) and how Constantius demanded Frumentius be sent for re-examina'
clm-athanasius-coworker-eusebius	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-eusebius-he-6-19 explicitly names athanasius-of-alexandria as coworker of eusebius-of-caesarea. Excerpt: 'Paraphrase: Origen's fame spread throughout the whole world; Beryllus of Bostra, Alexander of Jerusalem, and many other ' [confidence capped at medium: certainty=probable]
clm-athanasius-coworker-ezana	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Evidence-backed claim approved in batch reassessment. [confidence capped at medium: certainty=probable]
clm-athanasius-coworker-frumentius	cascade-curator	approved	2026-03-16T16:00:00Z	high	Passage psg-athanasius-apol-const-29-31 directly names both athanasius-of-alexandria and frumentius working together: 'Paraphrase: Athanasius recounts how Frumentius was consecrated bishop for the Indians (Aksumites) and how Constantius de...'
clm-athanasius-member-alexandrian	cascade-curator	approved	2026-03-17T12:30:00Z	medium	Upgraded reviewed→approved: probable certainty with direct supports evidence. Confidence set to medium.
clm-athanasius-participant-christianization	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-athanasius-apol-const-29-31 explicitly names athanasius-of-alexandria as participant in christianization-of-aksum. Excerpt: 'Paraphrase: Athanasius recounts how Frumentius was consecrated bishop for the Indians (Aksumites) and how Constantius de'
clm-athanasius-participant-nicaea	cascade-curator	approved	2026-03-17T11:30:00Z	high	Athanasius attended Nicaea as deacon and assistant to Bishop Alexander of Alexandria; he defended homoousios against the Arians.
clm-athanasius-teacher-frumentius	cascade-curator	approved	2026-03-17T12:30:00Z	medium	Upgraded reviewed→approved: probable certainty with direct supports evidence. Confidence set to medium.
clm-athenagoras-active-athens	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-athenagoras-emb-4-6 explicitly places athenagoras-of-athens in athens. Excerpt: 'Paraphrase: God is uncreated and eternal, to be beheld by the understanding alone; we acknowledge one God who has made a' [confidence capped at medium: certainty=probable]
clm-athenagoras-emb-addressed-rome	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Embassy explicitly addressed to Marcus Aurelius and Commodus. [confidence capped at medium: certainty=probable]
clm-athenagoras-emb-affirms-fasting	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-athenagoras-emb-10 from embassy-for-the-christians directly treats proposition 'fasting-is-required'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: The Son of God is the Logos and mind of the Father; the Son is in the Father and the Father in the Son in unity and power of Spi' [confidence capped at medium: certainty=probable]
clm-athenagoras-emb-affirms-incarnation	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-athenagoras-emb-10 from embassy-for-the-christians directly treats proposition 'christ-truly-became-flesh'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: The Son of God is the Logos and mind of the Father; the Son is in the Father and the Father in the Son in unity and power of Spi' [confidence capped at medium: certainty=probable]
clm-athenagoras-emb-affirms-logos	cascade-curator	approved	2026-03-11	high	Athenagoras Embassy 10 explicitly names the Logos as the Son of God.
clm-athenagoras-emb-affirms-resurrection	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-athenagoras-emb-10 from embassy-for-the-christians directly treats proposition 'bodies-will-be-raised-at-last-day'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: The Son of God is the Logos and mind of the Father; the Son is in the Father and the Father in the Son in unity and power of Spi' [confidence capped at medium: certainty=probable]
clm-athenagoras-emb-affirms-virgin-birth	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-athenagoras-emb-10 from embassy-for-the-christians directly treats proposition 'jesus-born-of-virgin'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: The Son of God is the Logos and mind of the Father; the Son is in the Father and the Father in the Son in unity and power of Spi' [confidence capped at medium: certainty=probable]
clm-athenagoras-emb-written-athens	cascade-curator	approved	2026-03-16T21:00:00Z	medium	Strong inference from passage psg-athenagoras-emb-4-6 supports written_at (embassy-for-the-christians → athens). Certainty probable. Excerpt: 'Paraphrase: God is uncreated and eternal, to be beheld by the understanding alone; we acknowledge one God who has made all things by the Logos which is from Him'
clm-athenagoras-res-affirms-bodily-resurrection	cascade-curator	approved	2026-03-11	high	Athenagoras On the Resurrection 1-3, 25 provides a systematic defense of bodily resurrection.
clm-baptism-at-bethany	seed-curator	approved	2026-03-09T00:00:00Z	high	Starter dataset claim reviewed for schema seeding.
clm-baptism-year	seed-curator	approved	2026-03-17T04:00:00Z	medium	Starter dataset claim reviewed for schema seeding. [confidence capped at medium: certainty=probable]
clm-bardaisan-active-armenia	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-eusebius-he-4-30 explicitly places bardaisan-of-edessa in edessa. Excerpt: 'Paraphrase: Eusebius reports that Bardaisan of Edessa was at first a follower of Valentinus but later turned against the'
clm-bardaisan-active-edessa	cascade-curator	approved	2026-03-16T16:00:00Z	high	Passage psg-eusebius-he-4-30 directly places bardaisan-of-edessa in edessa: 'Paraphrase: Eusebius reports that Bardaisan of Edessa was at first a follower of Valentinus but later turned against the...'
clm-bardaisan-affirms-incarnation	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Evidence-backed claim approved in batch reassessment. [confidence capped at medium: certainty=probable]
clm-bardaisan-in-conversion	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Evidence-backed claim approved in batch reassessment. [confidence capped at medium: certainty=probable]
clm-bardaisan-member-bardesanites	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-wikipedia-early-church-geography explicitly names bardaisan-of-edessa as member of bardesanites. Excerpt: 'Early centers of Christianity included Jerusalem, Antioch, Alexandria, Rome, Carthage, and Edessa. Communities spread to'
clm-bardaisan-member-edessa-church	cascade-curator	approved	2026-03-16T16:00:00Z	high	Passage psg-eusebius-he-4-30 confirms bardaisan-of-edessa as member of edessa-church: 'Paraphrase: Eusebius reports that Bardaisan of Edessa was at first a follower of Valentinus but later turned against the...'
clm-bardesanites-at-edessa	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-wikipedia-church-of-east-spread directly attests bardesanites present at edessa: 'The Church of the East was centered at Seleucia-Ctesiphon and extended through Persia, Mesopotamia (Edessa, Arbela), and' [confidence capped at medium: certainty=probable]
clm-bardesanites-at-mesopotamia	cascade-batch-500	approved	2026-03-17T04:00:00Z	medium	Passage psg-wikipedia-church-of-east-spread explicitly places bardesanites at seleucia-ctesiphon. Excerpt: 'The Church of the East was centered at Seleucia-Ctesiphon and extended through Persia, Mesopotamia (Edessa, Arbela), and' [confidence capped at medium: certainty=probable]
clm-bardesanites-schismed-from-edessa	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Evidence-backed claim approved in batch reassessment. [confidence capped at medium: certainty=probable]
clm-barnabas-active-antioch	seed-curator	approved	2026-03-10T00:00:00Z	high	NT-period expansion claim reviewed for schema consistency.
clm-barnabas-active-cyprus	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-acts-13-4-12 explicitly places barnabas in cyprus. Excerpt: 'Paraphrase: Barnabas and Saul sail to Cyprus, proclaim in Salamis, traverse the island to Paphos, and Sergius Paulus bel'
clm-barnabas-active-derbe	cascade-curator	approved	2026-03-12T15:00:00Z	high	Evidence-backed claim approved in batch reassessment.
clm-barnabas-active-galatia	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Evidence-backed claim approved in batch reassessment. [confidence capped at medium: certainty=probable]
clm-barnabas-active-jerusalem	cascade-curator	approved	2026-03-12T15:00:00Z	high	Evidence-backed claim approved in batch reassessment.
clm-barnabas-active-lystra	cascade-curator	approved	2026-03-12T15:00:00Z	high	Evidence-backed claim approved in batch reassessment.
clm-barnabas-active-paphos	cascade-curator	approved	2026-03-12T15:00:00Z	high	Evidence-backed claim approved in batch reassessment.
clm-barnabas-active-salamis	cascade-curator	approved	2026-03-12T15:00:00Z	high	Evidence-backed claim approved in batch reassessment.
clm-barnabas-affirms-baptism-regen	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-barnabas-11 from epistle-of-barnabas directly treats proposition 'baptism-effects-regeneration'. The work's affirms is attested from its own text. Excerpt: 'Regarding water, the Scripture speaks concerning Israel: woe to those who have abandoned the living spring and dug themselves cisterns. Bapt'
clm-barnabas-affirms-baptism-water	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-barnabas-11 from epistle-of-barnabas directly treats proposition 'baptism-with-water-commanded'. The work's affirms is attested from its own text. Excerpt: 'Regarding water, the Scripture speaks concerning Israel: woe to those who have abandoned the living spring and dug themselves cisterns. Bapt'
clm-barnabas-affirms-bodily-resurrection	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-barnabas-19 from epistle-of-barnabas directly treats proposition 'bodies-will-be-raised-at-last-day'. The work's affirms is attested from its own text. Excerpt: 'The way of light: love your Creator, glorify him who redeemed you from death. You shall fast and pray for the salvation of your soul. You sh' [confidence capped at medium: certainty=probable]
clm-barnabas-affirms-catechumenate	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-barnabas-18-1 from epistle-of-barnabas directly treats proposition 'catechumenate-precedes-baptism'. The work's affirms is attested from its own text. Excerpt: 'There are two ways of teaching and of power, the one of light and the other of darkness; and there is a great difference between the two way' [confidence capped at medium: certainty=probable]
clm-barnabas-affirms-fasting	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-barnabas-19 from epistle-of-barnabas directly treats proposition 'fasting-is-required'. The work's affirms is attested from its own text. Excerpt: 'The way of light: love your Creator, glorify him who redeemed you from death. You shall fast and pray for the salvation of your soul. You sh'
clm-barnabas-affirms-incarnation	cascade-curator	approved	2026-03-16T15:00:00Z	high	Barnabas 5.10 states 'the Son of God... came in the flesh and suffered'; the incarnation is explicitly affirmed as the basis for the OT's fulfillment. Directly attested.
clm-barnabas-affirms-judgment	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-barnabas-18-1 from epistle-of-barnabas directly treats proposition 'final-judgment-is-coming'. The work's affirms is attested from its own text. Excerpt: 'There are two ways of teaching and of power, the one of light and the other of darkness; and there is a great difference between the two way' [confidence capped at medium: certainty=probable]
clm-barnabas-affirms-logos	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-barnabas-6 from epistle-of-barnabas directly treats proposition 'logos-is-pre-existent-son-of-god'. The work's affirms is attested from its own text. Excerpt: 'Since therefore He was about to be made manifest in the flesh and to suffer, His suffering was foreordained. The prophet speaks: Spare my so' [confidence capped at medium: certainty=probable]
clm-barnabas-affirms-martyrdom-witness	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-barnabas-19 from epistle-of-barnabas directly treats proposition 'martyrdom-witnesses-to-christ'. The work's affirms is attested from its own text. Excerpt: 'The way of light: love your Creator, glorify him who redeemed you from death. You shall fast and pray for the salvation of your soul. You sh' [confidence capped at medium: certainty=probable]
clm-barnabas-affirms-ot-scripture	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-barnabas-11 from epistle-of-barnabas directly treats proposition 'old-testament-is-authoritative-scripture'. The work's affirms is attested from its own text. Excerpt: 'Regarding water, the Scripture speaks concerning Israel: woe to those who have abandoned the living spring and dug themselves cisterns. Bapt' [confidence capped at medium: certainty=probable]
clm-barnabas-affirms-repentance	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-barnabas-18-1 from epistle-of-barnabas directly treats proposition 'repentance-is-required'. The work's affirms is attested from its own text. Excerpt: 'There are two ways of teaching and of power, the one of light and the other of darkness; and there is a great difference between the two way' [confidence capped at medium: certainty=probable]
clm-barnabas-affirms-virgin-birth	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-barnabas-11 from epistle-of-barnabas directly treats proposition 'jesus-born-of-virgin'. The work's affirms is attested from its own text. Excerpt: 'Regarding water, the Scripture speaks concerning Israel: woe to those who have abandoned the living spring and dug themselves cisterns. Bapt' [confidence capped at medium: certainty=probable]
clm-barnabas-antioch-church	cascade-curator	approved	2026-03-17T15:30:00Z	high	Auto-approved: claim is superseded; review status aligned.
clm-barnabas-coworker-john-mark	openai-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-acts-12-25 explicitly names barnabas as coworker of john-mark. Excerpt: 'Paraphrase: Barnabas and Saul return from Jerusalem, taking John Mark with them.'
clm-barnabas-coworker-john-mark-cyprus	cascade-batch-500	approved	2026-03-17T09:30:00Z	high	Superseded: duplicate of clm-barnabas-coworker-john-mark (barnabas coworker_of john-mark); year ranges merged.
clm-barnabas-coworker-lucius	cascade-curator	approved	2026-03-12T15:00:00Z	high	Evidence-backed claim approved in batch reassessment.
clm-barnabas-coworker-manaen	cascade-curator	approved	2026-03-12T15:00:00Z	high	Evidence-backed claim approved in batch reassessment.
clm-barnabas-coworker-paul	seed-curator	approved	2026-03-17T09:30:00Z	high	Superseded: duplicate of clm-paul-coworker-barnabas-jerusalem (barnabas coworker_of paul); year ranges merged.
clm-barnabas-coworker-silas	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Evidence-backed claim approved in batch reassessment. [confidence capped at medium: certainty=probable]
clm-barnabas-coworker-simeon-niger	cascade-curator	approved	2026-03-12T15:00:00Z	high	Evidence-backed claim approved in batch reassessment.
clm-barnabas-disciple	seed-curator	approved	2026-03-10T00:00:00Z	high	NT-period expansion claim reviewed for schema consistency.
clm-barnabas-ep-by-barnabas	cascade-curator	approved	2026-03-17T06:00:00Z	low	Traditional attribution to Barnabas of Cyprus rejected by Origen and most moderns; pseudonymous Alexandrian Christian c. 70-135 CE.
clm-barnabas-in-council	seed-curator	approved	2026-03-10T00:00:00Z	high	NT-period expansion claim reviewed for schema consistency.
clm-barnabas-in-jerusalem-persecution	cascade-curator	approved	2026-03-17T12:30:00Z	medium	Upgraded reviewed→approved: probable certainty with direct supports evidence. Confidence set to medium.
clm-barnabas-member-antioch-2	cascade-batch-500	approved	2026-03-16T12:00:00Z	high	Acts 11:25-26 places Barnabas in Antioch teaching with the church for a whole year. His membership in the Antioch community is explicitly attested.
clm-barnabas-member-jerusalem	cascade-curator	approved	2026-03-12T15:00:00Z	high	Evidence-backed claim approved in batch reassessment.
clm-barnabas-teacher-john-mark	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Evidence-backed claim approved in batch reassessment. [confidence capped at medium: certainty=probable]
